N,P,K,temperature,humidity,rainfall,ph,label
29.61,22.55,22.31,27.09,68.34,427.7,6.87,kidneybeans
21.65,24.13,23.98,26.02,69.57,573.63,7.08,kidneybeans
22.23,23.81,24.72,28.89,57.32,506.82,7.18,kidneybeans
28.5,25.44,21.72,24.75,61.44,549.75,6.4,kidneybeans
20.63,24.39,22.88,18.11,54.18,594.44,6.46,kidneybeans
23.81,23.15,20.65,24.05,64.7,444.83,6.58,kidneybeans
23.55,24.48,22.77,21.72,69.06,535.51,6.62,kidneybeans
29.66,22.91,20.54,20.26,62.1,554.13,7.06,kidneybeans
24.26,25.71,22.71,25.06,50.03,525.96,6.43,kidneybeans
27.86,24.5,23.51,21.88,63.13,400.41,7,kidneybeans
22.72,24.76,24.98,29.74,51.6,597.7,6.82,kidneybeans
25.31,25.49,20.17,24.35,61.25,536.98,6.78,kidneybeans
23.49,24.93,23.48,24.08,52,422.54,7.43,kidneybeans
26.67,25.98,23.27,19.48,64.08,442.38,6.81,kidneybeans
21.04,22.75,23.45,21.3,66.54,518.41,7.13,kidneybeans
20.41,25.87,21.79,19.19,57,476.58,7.46,kidneybeans
27.54,25.64,20.41,21.33,61.29,524.26,6.87,kidneybeans
29.68,22.55,22.57,29.59,61.99,561.76,6.07,kidneybeans
21.65,23.06,20.11,27.54,50.15,456.95,7.38,kidneybeans
21.01,23.31,21.38,24.65,55.45,524.54,6.77,kidneybeans
29.21,25.46,22.58,19.45,57.3,496.63,6.15,kidneybeans
24.12,25.96,20.13,21.37,50.45,488.97,7.47,kidneybeans
22.83,25.45,23.85,27.7,56.88,542.73,7.42,kidneybeans
29.99,23.78,24.76,25.39,60.15,490.11,7.31,kidneybeans
28.41,25.85,24.75,29.14,62.49,568.57,7.48,kidneybeans
22.52,22.16,21.3,28.36,60.16,435,6.44,kidneybeans
23.76,24.84,24.15,29.63,60.18,539.17,7.18,kidneybeans
27.54,22.28,22.07,28.4,51.65,445.77,6.28,kidneybeans
26.91,25.42,24.61,28.07,69.16,454.73,6.15,kidneybeans
27.65,23.67,22.17,24,57.67,412.93,6.3,kidneybeans
61.85,31.3,32.05,28.6,78.43,1861.91,6.81,jute
78.99,33.06,32.16,24.5,89.04,1814.58,6.87,jute
76.97,37.24,32.79,30.72,79.5,1845.79,6.91,jute
79.52,39.85,31.55,30.53,88.21,1995.03,7.34,jute
76.64,37.1,30.24,34.02,78.67,1849.49,6.82,jute
78.82,35.64,38.66,32.71,81.95,1854.94,6.95,jute
64.81,35.58,35.44,31.16,76.16,1524.81,7.43,jute
68.68,39.16,35.84,30.5,72.01,1713.03,6.5,jute
62.8,38.35,38.46,32.44,86.47,1550.7,6.14,jute
77.16,37.58,37.78,31.88,75.7,1762.4,7.06,jute
78.17,38.71,32.96,33.42,88.12,1985.81,6.51,jute
67.88,30.72,31.24,32.1,84.49,1787.37,6.11,jute
75.65,33.62,37.68,28.11,73.61,1941.07,7.4,jute
75.15,32.02,39.06,27.06,80.78,1561.93,6.93,jute
79.59,31.06,36.75,31.05,76.64,1549.14,7.24,jute
66.18,39.73,34.65,27.99,87.64,1785.23,6.03,jute
72.1,38.95,36.69,36.27,83.57,1868.77,7.27,jute
65.65,34.18,35.68,34.34,79.86,1980.77,6.94,jute
77.69,37.55,37.48,30.25,84.23,1541.55,6.66,jute
75.43,36.23,37.64,25.2,77.83,1832.31,6.07,jute
77.76,36.08,30.98,34.79,73.25,1686.18,7.46,jute
76.28,34,33.79,26.08,75.17,1976.17,7.05,jute
63.72,35.48,37.68,28.64,70.53,1920.2,6.2,jute
73.69,33.56,32.46,32.69,70.15,1600.67,6.32,jute
73.48,35.14,31.8,35.41,82.38,1854.8,6.41,jute
60.44,31.62,36.27,29.78,83.43,1595.03,7.4,jute
62.66,35.76,38.89,31.32,79.52,1800.52,6.74,jute
60.57,31.58,30.69,34.81,70.63,1604.56,6.06,jute
69.53,33.8,32.81,29.87,87.01,1510.33,7.09,jute
68.61,38.28,34.31,32.18,84.02,1739.97,7.21,jute
74.42,39.86,34.49,36.15,73,1884.05,6.62,jute
77.71,38.09,31.01,28.9,86.37,1663.31,6.87,jute
77.42,34.8,39.18,24.56,89.1,1641.77,7.49,jute
76.37,37.77,31.96,24.63,86.88,1643.7,6.06,jute
72.31,33.65,32.14,24.52,72.32,1896.9,7.09,jute
69.78,37.31,36.91,34.25,71.55,1921.74,7.33,jute
75.05,37.79,35.72,35.96,76.48,1794.82,6.23,jute
70.83,38.82,32.32,35.49,86.7,1648.34,6.85,jute
68.4,35.06,36.28,29.12,83.7,1772.03,6.48,jute
64.65,31.41,37.12,26.68,73.83,1665.62,6.88,jute
79.58,34.25,37.02,33.66,85.16,1558.89,7.18,jute
77.37,30.61,31.44,29.66,80.49,1639.63,7.28,jute
64.88,38.56,39.76,24.78,88.2,1929.71,7.08,jute
60.45,35.47,31.86,30.45,82.59,1993.14,6.09,jute
76.48,37.73,31.61,35.38,70.38,1938.66,6.07,jute
62.92,39.3,33.31,24.29,89.96,1627.14,6.8,jute
78.28,31.85,35.2,25.42,83.19,1903.63,7.01,jute
74.42,36.81,38.46,24.1,79.68,1893.83,6.42,jute
67.94,37.19,30.71,28.29,78.69,1922.55,6.05,jute
72.44,35.24,36.2,33.33,83.59,1690.45,6.47,jute
62.06,34.87,35.46,32.39,83.19,1929.23,6.37,jute
65.74,36.64,37.91,32.81,79.11,1922.22,6.89,jute
76.33,39.5,38.16,34.03,79.64,1706.65,6.7,jute
77.73,38.71,38.02,33.69,80.44,1926.24,6.99,jute
64.69,37.73,32.32,30.62,78.6,1979.76,6.22,jute
77.2,35,33.61,26.46,88.92,1889.97,7.06,jute
73.11,32.72,33.8,33.77,87.25,1771.3,7.13,jute
60.74,35.15,35.48,27.24,71.05,1611.3,6.11,jute
68.41,30.07,34.99,35.94,76.3,1844.65,6.08,jute
79.82,31.22,39.94,28.52,84.64,1940.54,6.74,jute
72.1,34.41,35.57,34.68,82.72,1805.58,6.02,jute
72.26,31.58,38.54,25.91,71.66,1825.72,6.19,jute
69.34,32.62,34.79,32.05,89.02,1658.96,7.05,jute
74.42,30.78,38.97,28.57,70.08,1752.53,6.43,jute
75.06,35.4,39.13,24.66,87.62,1962.5,6.63,jute
76.92,37.67,30.12,36.34,70.06,1683.54,6.72,jute
60.03,31.08,37.34,33.56,76.46,1995.77,6.05,jute
74.41,33.86,31.89,33.37,84.84,1807.48,6.33,jute
79.68,35.14,32.9,31.46,70.85,1913.06,6.16,jute
63.35,32.35,37.08,35.66,80.11,1723.53,6.68,jute
71.04,30.57,31,30.85,85.57,1900.87,6.93,jute
74.66,30.9,36.61,35.46,83.21,1985.94,6.68,jute
70.03,36.95,37.2,33.33,74.2,1997.75,7.28,jute
70.93,34.94,35.01,32.75,70.2,1949.26,6.72,jute
71.87,37.89,36.32,30.36,71.08,1711.64,6.33,jute
65.73,32.87,38.31,24.44,74.55,1721.41,6.44,jute
78.97,35.37,35.08,36.74,70.97,1561.24,6,jute
75.58,32.94,32.41,32.56,80.12,1714.4,7.02,jute
76.32,38.79,32.39,31.92,81.41,1953.62,6.06,jute
64.63,38.11,31.63,36.1,80.1,1691.22,7,jute
78.63,38.98,39.12,25.76,77.88,1500.98,7.21,jute
67.47,34.63,35.79,35.6,83.47,1930.38,6.15,jute
61.9,30.61,30.83,34.66,84.47,1552.35,6.8,jute
71.76,33.54,38.41,32.46,78.85,1933.63,6.26,jute
71.56,30.95,32.79,26.02,74.1,1818.48,6.51,jute
78.78,34.1,31.29,27.85,79.72,1906.71,7.03,jute
63.56,35.53,30.14,32.04,71.86,1630.93,6.15,jute
61.53,40,39.2,32.54,89.06,1684.84,6.28,jute
60.77,37.62,36.86,36.27,80.49,1745.93,6.63,jute
66.51,33.69,37.26,32.63,89.76,1824.97,7.46,jute
67.8,36.27,31.74,27.69,78.8,1882.08,7.45,jute
71.56,30.67,31.66,29.95,70.24,1825.64,6.37,jute
72.98,31.36,33.48,29.14,83.93,1579.21,7.36,jute
65.79,31.25,33.51,27.88,77.77,1680.98,6.26,jute
68.81,38.7,30.04,27.29,82.97,1729.97,7.04,jute
73.59,35.33,33.99,32.03,70.6,1999.13,6.98,jute
74.2,38.59,37.11,30.31,88.26,1949.91,6.79,jute
66.49,36.11,38.16,24.38,79.21,1619.09,6.33,jute
72.32,37.26,35.46,26.83,84.06,1792.17,7.44,jute
70.78,30.12,30.23,36.46,87.55,1844.92,6.88,jute
39.78,20.94,82.98,22.25,48.35,552.17,6.9,grapes
41.43,38.7,134.21,28.68,30.46,549.36,6.17,grapes
46.91,24.31,144.17,23.48,34.38,664.73,7.14,grapes
31.38,23.24,65.61,21.99,49.57,663.27,6.28,grapes
35.3,30.46,111.49,26.85,31.15,566.42,6.98,grapes
39.77,37.7,147.5,29.72,36.44,654.36,6.18,grapes
46.98,34.62,132.04,29.31,55,757.78,6.56,grapes
50.08,29.84,94.51,25.14,49.62,589.51,6.24,grapes
47.4,30.82,133.23,27.5,57.43,646.26,6.56,grapes
45.21,32.77,144.09,24.2,39.71,507.43,7.43,grapes
42.44,32.85,81.9,26.7,59.39,609.79,6.28,grapes
55.85,27.89,127.38,23.1,46.56,561.96,6.83,grapes
46.14,23.11,116.33,24.46,38.03,686.61,6.21,grapes
31.95,27.77,116.16,29.07,31.48,723.41,6.52,grapes
40.93,39.5,111.88,23.66,39.98,641.9,6.73,grapes
31.8,38.94,136.53,21.9,48.49,777.87,6.1,grapes
38.39,21.47,115.95,26.57,37.37,725.49,6.77,grapes
44.29,26.11,114.9,23.2,53.15,734.79,7.3,grapes
58.34,26.53,136.2,21.68,59.02,589.83,6.6,grapes
42.12,26.24,61.02,20.1,58.08,565.48,6.26,grapes
37.2,24.52,141.37,25.36,57.58,639.17,6.78,grapes
59.61,27.02,102.35,28.5,34.93,778.25,6.34,grapes
51.04,34.71,94.22,20.35,47.2,776.46,6.09,grapes
51.4,33.21,73.05,21.73,50.78,645.66,7.21,grapes
52.05,20.94,141.36,27.32,42.43,739.83,6.44,grapes
31.1,25.55,63.17,28.45,45.89,666.18,7.05,grapes
46.71,31.68,83.69,21.53,58.72,744.83,7.43,grapes
52.42,33.58,75.67,22.79,43.72,665.99,6.27,grapes
30.11,22.06,129.72,24.04,30.82,586.98,6.18,grapes
46.21,35.13,107.64,21.59,52.11,570.28,7.3,grapes
49.11,29.17,139.53,20.76,54.24,648.1,6.96,grapes
58.82,23.49,128.75,20.25,46.25,662.57,6.01,grapes
34.25,30.34,98.77,28.3,33.03,579.88,6.42,grapes
52.04,35.25,120.48,27.6,48.77,775.21,7.23,grapes
43.73,26.74,95.09,24.23,49.01,620.79,7.28,grapes
37.31,28.46,135.71,23.2,53.39,557.6,6.15,grapes
45.7,36.4,142.63,20.19,54.72,757.68,6.78,grapes
31.53,27.45,111.43,29.73,39.25,660.45,7.07,grapes
37.33,20.3,82.57,24.19,31.33,600.23,6.35,grapes
47.3,37.34,66.82,22.18,30.36,724.25,6.6,grapes
44.28,33.4,145.1,26.37,59.76,641.21,7.16,grapes
51.39,39.26,111.48,24.54,30.23,793.33,7.35,grapes
45.08,24.4,95.97,21.7,56.31,591.04,7.47,grapes
30.41,20.09,126.94,21.5,40.44,543.14,6.73,grapes
31.95,36.15,149.47,22.85,30.61,527.63,6.48,grapes
34.95,27.84,99.71,25.82,58.3,684.08,6.15,grapes
41.35,31.66,97.46,26.77,42.28,765.91,6.17,grapes
42.76,23.35,136.08,25.27,30.45,788.89,7.03,grapes
57.39,37.49,112.24,27.74,56.58,778.87,6.63,grapes
41.45,23.72,126.68,28.75,50.35,715.45,6.82,grapes
50.79,28.91,99.02,25.73,52.75,771.91,7.39,grapes
38.98,35.58,77.05,21.01,56.87,646.74,6.38,grapes
36.18,23.06,113.84,21.58,41.44,548.64,7.31,grapes
57.64,39.39,88.21,22.13,53.95,775.11,6.29,grapes
38.43,20.77,75.6,25.95,43.86,711.2,7.28,grapes
58.05,33.15,145.74,22.16,35.55,550.34,6.09,grapes
38.43,23.24,129.17,25.73,47.95,798.2,7.29,grapes
49.98,22.52,109.29,26.44,37.39,754.32,6.65,grapes
31.5,39.48,120.1,29.99,33.07,799.03,7.25,grapes
53.07,23.24,141.42,21.56,51.56,734.15,7.42,grapes
51.43,23.21,70.09,20.4,37.72,608.73,7.49,grapes
54.98,27.2,102.33,25.87,52.45,616.21,6.71,grapes
33.56,31.32,112.75,25.49,54.76,694.13,6.64,grapes
44.45,36.97,82.17,20.57,47.67,605.38,7.38,grapes
50.27,20.17,149.59,20.8,49.51,759.81,6.78,grapes
50.84,37.72,140.4,23.13,57.28,593.38,7.28,grapes
55.58,35.89,76.08,26.7,30.43,514.03,7.15,grapes
34.9,31.85,98.73,24.29,33.81,768.72,6.66,grapes
57.35,38.22,92.14,29.91,43.81,798.04,6.25,grapes
54.21,21.66,124.42,20.11,44.78,595.08,7.34,grapes
49.52,22.69,92.47,22.27,57.42,510.27,6.92,grapes
39.08,26.48,120.76,24.27,47.48,692.66,7.4,grapes
37.91,20.51,143.51,25.08,37.67,714.32,7.06,grapes
50.35,22.61,127.49,29.34,38.42,647.54,6.92,grapes
37.5,22.94,139.28,24.21,46.03,665.64,6.48,grapes
58.14,20.32,69.83,27.47,39.69,731.88,6.02,grapes
52.71,29.32,81.2,22.76,59.27,543.01,7.43,grapes
46.99,22.43,76.03,20.26,55.88,585.52,6.77,grapes
54.95,21.64,99.48,28.54,35.94,755.02,6.61,grapes
47.55,25.22,85.36,21.58,38.35,788.4,6.62,grapes
30.91,29.9,136.48,27.59,56.4,776.67,7.16,grapes
50.82,36.02,118.03,29.19,43.69,668.91,6.97,grapes
51.65,31.36,124.08,21.83,37.33,599.1,6.09,grapes
47.91,30.14,62.62,26.71,58.91,628.24,7.39,grapes
31.17,39.33,93.49,25.61,36.7,743.16,7.06,grapes
35.39,29.89,94.52,23.59,47.34,618.96,6.48,grapes
54.33,20.36,98.83,21.85,48.31,637.54,7.46,grapes
43.07,25.39,148.64,28.11,36.63,657.06,7.34,grapes
40.48,25.15,128.75,24.31,59.58,635.73,7.1,grapes
57.38,23.29,122.55,21,34.35,706.54,6.34,grapes
59.29,24.97,85.57,25.36,39.02,604.5,6.35,grapes
53.05,33.23,126.53,26.67,57.69,598.52,7.08,grapes
38.14,24.94,143.53,27.41,41.05,717.92,7.24,grapes
31.58,30.3,68.73,20.6,50.19,780.22,6.39,grapes
50.4,36.32,71.69,28.31,37.74,675.05,7.3,grapes
54.83,31.2,135.62,23.27,54.09,789.86,7.44,grapes
40.27,38.35,80.53,27.38,35.92,781.75,6.13,grapes
47.75,22.7,109,24.6,59.98,519.45,6.55,grapes
51.28,22.71,144.37,28.1,30.17,743.01,6.06,grapes
52.38,24.1,68.73,21.18,30.96,717.28,6.58,grapes
114.57,27.12,56.71,26.47,46.83,684.92,6.63,cotton
102.95,29.78,59.73,31.95,51.07,626.17,6.8,cotton
106.47,29.1,55.94,31.94,41.03,577.98,6.94,cotton
113.77,28.5,53.68,26.15,51.95,531.27,6.2,cotton
119.59,28.82,49.21,29.93,53.79,539.88,6.21,cotton
114.07,29.5,56,29.01,45.37,690.66,6.69,cotton
97.04,27.9,53.24,26.44,46.98,532.45,7.07,cotton
112.6,28.35,50.31,29.69,59.89,510.8,6.73,cotton
119.94,26.29,52.22,29.94,41.1,504.32,6.95,cotton
98.38,29.45,48.09,29.36,52.42,661.43,6.11,cotton
91.88,28.84,53.93,27.93,40.51,528.27,6.18,cotton
90.14,29.09,45.14,31.84,45.15,589.46,6.1,cotton
106.52,26.84,59.84,28.82,46.05,517.01,7.28,cotton
111.32,27.8,59.47,27.3,48.75,582.71,6.12,cotton
96.08,26.05,45.41,28.67,53.14,574.12,6.49,cotton
113.84,29.76,54.98,30.25,40.74,657.44,6.47,cotton
116.5,29.26,46.59,31.84,52.97,649.43,6.79,cotton
100.95,26.93,52.24,26.74,41.3,691.55,6.5,cotton
119.42,27.4,52.33,29.65,44.75,526.04,6.69,cotton
115.64,27.18,52.45,27.27,53.27,605.19,6.85,cotton
97.71,29.5,46.75,24.5,55.71,582.76,6.07,cotton
100.52,26.97,58.08,30.07,43.08,665.05,6.45,cotton
111.23,27.82,52.91,24.72,41.23,583.05,6.51,cotton
115.9,28.31,45.15,27.03,46.63,671.22,6.36,cotton
100.34,27.68,56.97,24.44,48.63,626.75,6.65,cotton
108.63,29.76,48.29,29.81,59.31,558.75,7.31,cotton
98.98,29.02,51.73,28.61,56.51,613.1,7.22,cotton
96.74,27.86,48.94,24.5,54.99,639.72,7.41,cotton
98.71,29.01,50.41,25.73,55.36,537.27,6.68,cotton
118.79,26.88,46.61,28.52,54.1,532.85,7.43,cotton
91.14,28.49,53.52,27.67,57.44,556.76,7.32,cotton
98.15,27.45,48.65,30.5,49.76,568.94,6.7,cotton
111.93,28.3,59.35,25.3,51.35,684.13,6.6,cotton
104.88,26.57,56.93,28.83,41.6,648.3,6.08,cotton
104.95,28.74,56.6,24.59,44.89,604.9,7.31,cotton
92.14,26.84,53.85,30.62,50.39,611.09,7.17,cotton
101.35,29.09,49.92,26.07,53.43,598.8,7.28,cotton
105.49,29.8,58.53,30.14,47.55,537.26,6.99,cotton
101.51,27.45,47.94,29.84,49.45,549.95,6.98,cotton
94.17,28.07,59.68,26.06,49.78,518.91,6.94,cotton
97.52,27.58,52.71,28.93,55.33,552.08,6.57,cotton
119.68,29.65,54.26,31.61,47.28,559.47,7.46,cotton
113.89,26.64,56.09,27.61,59.62,587.35,7.15,cotton
104.03,27.71,47.92,30.95,42.71,664.55,7.28,cotton
102.38,28.56,59.81,24.61,56.48,543.18,6.15,cotton
114.65,28.38,51.51,25.09,46.75,526.37,6.9,cotton
114.11,26.8,49.75,25.21,41.74,640.79,7.05,cotton
119.61,28.14,47.8,30.75,49.85,628.09,6.55,cotton
114.39,26.7,48.11,25.35,58.53,588.95,6.93,cotton
91.27,29.86,45.22,29.78,55.33,667.79,6.89,cotton
104.03,26.81,52.33,31.82,58,588.9,6.66,cotton
108.84,27.42,55.98,30.3,43.19,506.57,6.74,cotton
107.81,27.23,52.94,28.03,50.06,672.99,7.21,cotton
100.55,28.12,58.72,26.6,47.73,522.37,6.85,cotton
115.04,28.65,57.5,30.11,49.46,509.08,6.15,cotton
103.04,26.31,52.3,29.86,45.15,562.83,6.89,cotton
116.81,27.27,54.93,29.32,47.04,631.07,6.76,cotton
114.35,27.28,56.96,29.1,42.8,612.43,6.62,cotton
115.71,27.16,45.37,27.51,44.41,513.72,7.24,cotton
99.64,28.14,55.49,31.96,41.62,524.13,6.75,cotton
95.39,26.42,46.72,24.52,46.76,543.8,6.91,cotton
99.5,26.27,58.39,24.88,56.43,564.32,6.29,cotton
114.96,28.26,57.61,25.24,53.7,584.17,7.37,cotton
97,27.74,54.28,25.51,41.02,619.96,6.27,cotton
102.63,29.97,58.23,26.7,53.39,508.61,6.16,cotton
98.39,29.51,46.7,24.15,43.27,637,7.21,cotton
99.36,27.97,48.46,24.62,53.23,633.08,6.8,cotton
112.37,29.59,55.31,30.46,43.12,544.07,6.46,cotton
98.5,27.11,48.53,31.64,53.48,588.83,7.26,cotton
96.56,28.68,46,24.86,43.1,516.08,6.07,cotton
101.9,26.64,57.87,31.9,40.03,686.6,7.31,cotton
99.46,28.13,53.07,25.28,59.22,643.69,6.7,cotton
107.28,27.97,54.27,26.29,48.25,644.27,6.04,cotton
106.43,29.94,45.83,26.46,53.54,551.16,6.57,cotton
93.29,28.7,45.5,27.52,57.08,597.87,6.19,cotton
94.51,26.59,47.17,26.37,58.99,503.92,6.36,cotton
109.7,27.97,50.97,29.31,57.19,693.07,7.21,cotton
106.99,26.25,51.6,29.94,49.45,687.08,6.85,cotton
117.64,27.66,45.15,24.43,41.63,598.97,6.16,cotton
103.7,27.14,48.28,28.13,57.18,680.68,7.24,cotton
108.5,28.77,48.06,31.14,55.38,693.93,6,cotton
111.43,29.7,54.09,29.69,45.25,597.55,6.07,cotton
100.57,29.75,56.25,29.03,43.07,665.64,6.05,cotton
104.23,27.32,57.35,28.93,49.02,604.67,7.27,cotton
115.48,29.32,51.9,26.84,48.03,614.98,7.26,cotton
100.28,29.92,45.65,28.76,53.01,664.94,6.01,cotton
106.08,27.76,47.17,29.57,49.91,524.59,6.02,cotton
112.46,29.31,56.82,30.5,58.02,544.26,6.85,cotton
98.8,28.67,47.84,27.1,59.75,560.82,6.17,cotton
100.7,28.26,59.02,29.24,41.21,692.61,7.04,cotton
99.22,28.42,53.58,26.08,43.28,505.16,6.45,cotton
103.28,26.52,50.45,28.73,55.82,591.06,6.61,cotton
104.11,27.34,58.04,29.6,56.64,524.78,6.13,cotton
96.69,26.37,57.03,31.02,40.56,683.57,6.16,cotton
111.92,26.12,49.8,30.09,45.38,695.81,6.42,cotton
90.23,26.61,49.12,31.31,53.44,594.37,6.83,cotton
106.41,26.85,56.94,29.33,56.48,580.64,6.37,cotton
90.56,27.51,47.39,26.45,44.97,615.08,7.48,cotton
109.41,29.48,52.22,30.54,45.87,567.98,6.22,cotton
109.3,28.36,53.66,24.08,56.47,532.95,7,cotton
80.82,52.21,159.72,18.35,84.39,2134.66,5.63,coffee
86.88,27.76,113.25,18.04,88.29,2438.74,5.7,coffee
82.55,21.06,166.03,19.12,71.69,1515.19,6.13,coffee
117.92,54.31,174.09,20.92,80.7,1967.75,5.74,coffee
90.83,35.07,85.66,18.61,80.71,1504.71,5.82,coffee
139.55,34.06,176.69,20.77,77.53,1676.89,5.59,coffee
90.38,48.13,95.64,20.55,82.33,2287.34,5.97,coffee
137.17,42.86,81.8,21.98,81.02,2007.17,6.21,coffee
120.78,32.45,93.47,21.74,75.18,2211.38,5.79,coffee
60.27,30.19,109.63,21.26,73.55,2272.77,5.77,coffee
88.96,22.35,123.9,21.63,70.47,1793.25,5.75,coffee
140.02,21.04,119.23,21.34,74.85,1772.06,6.01,coffee
62.86,39.23,103.72,19.1,73.91,2099.56,6.29,coffee
94.27,42.13,127.38,19.08,70.18,2109.75,5.56,coffee
77.42,57.52,92.99,20.42,74.24,2099.99,6.1,coffee
136.22,42.5,176.64,21.53,83.43,2397.48,6.41,coffee
84.09,29.78,171.22,21.7,76.82,2297.12,5.64,coffee
138.34,56.58,105.17,20.36,85.55,1945.83,5.8,coffee
65.55,39.3,178.92,18.51,83.3,2219.67,6.25,coffee
121.69,57.92,122.62,19.96,86.46,2166.1,6.49,coffee
80.44,44.7,165.26,20.85,82.48,2134.69,6.37,coffee
126.27,21.85,123.14,18.23,78.33,1863.45,6.2,coffee
118.3,59.23,149.64,18.37,76.75,2382.57,6.07,coffee
81.8,25.49,109.55,18.74,73.12,2350.44,5.5,coffee
61.35,58.33,123.92,20.06,75.83,1726.13,5.72,coffee
117.1,31.77,119.98,18.95,75.87,2135.71,5.59,coffee
118.05,27.57,168.6,21.36,85.86,2112.59,6.02,coffee
105.52,33.55,133.87,19.2,86.17,2139.14,5.84,coffee
144.35,57.69,134.56,21.09,73.64,2194.23,5.78,coffee
80.14,45.41,99.02,19.84,72.43,2434.79,6.28,coffee
146.69,50.91,102.12,21.5,81.23,1717.77,5.85,coffee
73.98,36.39,154.79,19.93,71.93,1876.47,6.02,coffee
137.74,58.54,91.42,18.6,76.3,2158.2,5.76,coffee
127.34,37.28,96.99,18.93,85.67,2309.7,6.31,coffee
80.66,54.99,98.64,20.44,82.01,1592.16,5.66,coffee
67.86,21.32,117.46,19.95,81.43,1920.89,5.93,coffee
124.36,43.87,165.61,18.5,77.6,2483.62,5.74,coffee
65.64,40.79,95.44,21.36,74.07,2092.54,6.19,coffee
60.67,27.3,139.93,18.62,84.06,2297.47,6.39,coffee
120.98,20.07,82.79,21.36,75.07,1970.46,5.9,coffee
106.39,54.18,144.27,20.91,79.66,1757.23,6.35,coffee
149.89,30.66,167.1,21.25,82.63,2208.5,6.04,coffee
72.8,45.6,96.43,19.44,71.94,1813.15,5.98,coffee
127.64,56.19,80.96,19.84,87.28,1939.62,6.32,coffee
89.34,51.23,129.35,19.43,71.98,1874.33,6.37,coffee
79.45,25.53,171.22,21.5,89.14,2433.01,6.12,coffee
69.37,33.98,160.06,20.55,70.15,2405.43,6.25,coffee
82.29,31.65,116.97,20.8,80.53,2331.55,6.28,coffee
69.61,32.34,126.62,18.68,77.5,2302.85,6.35,coffee
127.97,41.36,140.18,20.03,88.84,2249.75,5.8,coffee
73.94,57.28,116.36,19.74,75.46,1598.97,6.23,coffee
72.55,25.45,149.23,19.22,85.56,1947.57,5.83,coffee
63.1,21.46,118.44,20.5,70.83,1876.95,6.06,coffee
145.55,53.9,155.1,20.43,73.62,1915.25,5.78,coffee
82.64,38.4,154.88,21.17,82.71,2080.34,5.65,coffee
144.36,24.58,93.65,20.26,79.05,2482.77,6.07,coffee
137.16,40.95,92.49,18.71,78.46,1978.48,6.24,coffee
70.83,28.85,127.01,21.96,76.95,1829.27,6.22,coffee
128.19,41.91,112.79,21.45,84.31,2468.34,6.25,coffee
89.7,50.9,127.79,21.08,79.09,2184.36,6.45,coffee
92.34,52.68,110.1,19.15,84.76,2436.96,6.1,coffee
117.31,39.54,139.01,21.54,71.44,2040.88,6.05,coffee
112.05,45.26,147.83,20.61,86.03,1541.57,5.54,coffee
140.79,33.09,178.05,18.37,86.34,2455.55,5.5,coffee
116.54,56.39,105.56,18.24,87.87,1778.52,5.7,coffee
87.3,36.79,121.14,20.62,85.99,2332.53,5.56,coffee
129.1,50.58,94.91,21.92,82.5,1502.36,6.44,coffee
73.84,24.35,133.14,19.73,71.07,2243.65,5.72,coffee
89.96,51.54,121.91,20.73,84.63,2373,6.28,coffee
73.64,54.14,158.87,18.46,87.22,1562.81,6.22,coffee
147.25,31.72,95.89,20.54,84.99,1625.58,5.58,coffee
126.75,59.88,157.48,21.67,85.17,2430.6,6.22,coffee
94.83,33.03,177.94,18.1,81.41,1734.24,5.77,coffee
63.31,25.95,133.55,19.19,76.7,1914.43,6.02,coffee
120.52,23.91,131,20.06,79.39,2398.27,5.51,coffee
86.05,26.39,123,20.35,80.34,1707.34,5.68,coffee
125.3,55.79,166.71,21.32,86.95,1694.67,5.66,coffee
72.62,42.41,87.68,19.65,82.52,2170.53,6.38,coffee
124.91,41.32,119.8,19.46,70.24,1622.57,5.61,coffee
85.73,49.65,105.06,21.6,73.46,2295.1,6.18,coffee
74.44,34.51,104.46,19.21,84.44,1724.59,6.39,coffee
99.54,58.92,89.24,19.41,80.78,1971.53,5.63,coffee
131.68,27.91,173.01,21.69,76.52,1929.75,5.64,coffee
148.84,29.76,150.94,20.56,78.38,1759.96,6.34,coffee
120.88,42.9,144.39,21.98,74.81,2492.37,5.55,coffee
76.75,46.46,109.66,19.85,72.68,1883.28,5.78,coffee
84.68,22.83,170.21,20.82,77.13,2058.29,5.74,coffee
68.02,41.23,93.91,18.89,71.52,2421.97,5.98,coffee
62.42,21.5,91.64,19.06,78.49,2440.72,6.19,coffee
126.59,50.84,171.13,21.28,86.59,2250.43,6.31,coffee
137.36,23.99,102.88,21.07,70.45,2120.86,5.94,coffee
84.09,41.35,81.12,21.59,71.41,2283.48,5.52,coffee
108.54,37.43,143.18,20.22,85.97,1657.91,6.33,coffee
70.18,33.99,149.05,18.23,86.93,1534.31,6.31,coffee
111.52,24.39,113.72,20.85,74.73,2417.4,6.1,coffee
119.97,21.73,154.27,19.68,77.88,1602.56,5.6,coffee
89.57,52.02,134.55,20.17,78.29,1718.47,5.8,coffee
145.04,32.54,179.95,18.21,85.5,2166.47,5.68,coffee
82.3,30.09,148.35,21.5,74.06,2420.76,6.33,coffee
65.85,42.97,178.57,21.29,86.26,2211.87,6.49,coffee
141.57,58.18,286.29,25.94,84.26,2296.54,5.66,coconut
119.04,56.97,255.4,29.55,84.97,2345.35,6.33,coconut
